小区名称,户型,面积,区域,楼层,朝向,价格（W）,单价（平方米）,建筑时间
鸿宝新村,2室1厅,84.1,奉贤,高区/6层,朝南,250,29726,1994年建
绿地观邸,2室1厅,70.54,奉贤,高区/28层,朝南北,330,46781,2010年建
贝港南区,3室1厅,79.34,奉贤,中区/6层,朝南北,205,25838,1993年建
正阳世纪星城,3室2厅,111.84,奉贤,低区/14层,朝南北,425,38000,2005年建
绿地南桥新苑,3室2厅,117.64,奉贤,低区/6层,朝南北,450,38252,2006年建
同盛南桥花园,3室2厅,97.05,奉贤,中区/16层,朝南,450,46367,2011年建
阳光园,3室2厅,142.45,奉贤,低区/16层,朝南北,420,29484,2006年建
连城一号,1室1厅,60.99,奉贤,中区/16层,朝北,150,24594,
绿地未来中心,2室2厅,130,奉贤,中区/19层,朝,170,13076,2012年建
卓越世纪中心（奉贤）,2室1厅,50,奉贤,低区/18层,朝,120,24000,
卓越世纪中心（奉贤）,1室0厅,140,奉贤,高区/20层,朝南,325,23214,2014年建
卓越世纪中心（奉贤）,2室1厅,53,奉贤,中区/19层,朝北,130,24528,2014年建
卓越世纪中心（奉贤）,2室1厅,48,奉贤,低区/18层,朝南,90,18750,2012年建
卓越世纪中心（奉贤）,2室2厅,59,奉贤,中区/17层,朝南,130,22033,2012年建
中粮南桥半岛,3室2厅,126.04,奉贤,低区/7层,,520,41256,
鸿宝二村,1室1厅,40.95,奉贤,中区/6层,朝南北,151,36874,1994年建
同盛南桥花园,3室2厅,103.1,奉贤,低区/18层,朝南北,500,48496,2011年建
合景万景峰,1室0厅,45.77,奉贤,高区/7层,朝西,110,24033,
贝港南区,3室1厅,93.52,奉贤,高区/6层,朝南北,240,25662,1994年建
申亚乐庭,2室2厅,87.73,奉贤,高区/6层,,210,23937,
恒盛湖畔豪庭,2室1厅,96.2,奉贤,高区/21层,朝,480,49896,2011年建
秀枫苑,1室2厅,137.68,奉贤,高区/6层,朝南北,500,36316,2009年建
世茂海滨馨苑,1室2厅,75.92,奉贤,高区/18层,朝南,190,25026,2012年建
江海二村（奉贤）,2室1厅,85.99,奉贤,中区/6层,朝南,189,21979,1996年建
绿地未来中心,1室1厅,66.6,奉贤,低区/23层,朝南,110,16516,2012年建
聚贤煌都,1室2厅,76.29,奉贤,地上10层,(进门) 南,300,39323,2009年建
贝港南区,2室1厅,67.71,奉贤,中区/6层,朝南北,250,36922,1993年建
新建西路140弄,3室1厅,94.31,奉贤,高区/6层,朝南北,240,25447,2000年建
百合苑（公寓）,5室4厅,249.36,奉贤,低区/13层,,660,26467,2006年建
绿地南桥新苑,3室2厅,112,奉贤,低区/6层,朝南北,425,37946,2005年建
阳光四季园,3室2厅,143.19,奉贤,中区/6层,,470,32823,2006年建
奉浦苑,3室2厅,161.37,奉贤,高区/5层,朝南北,450,27886,1998年建
解放三村,3室1厅,94.06,奉贤,低区/6层,朝南,250,26578,
绿地南桥新苑,2室2厅,88.34,奉贤,高区/6层,朝南北,380,43015,2007年建
恒盛湖畔豪庭,3室2厅,141.33,奉贤,中区/12层,朝南北,640,45284,2011年建
恒盛湖畔豪庭,4室2厅,199.21,奉贤,低区/17层,朝,550,27609,2011年建
普康苑,3室2厅,108.94,奉贤,中区/6层,朝南北,329,30200,2005年建
绿地香颂（奉贤）（公寓）,2室1厅,100,奉贤,高区/8层,朝南北,200,20000,2012年建
百合苑（公寓）,2室2厅,97.27,奉贤,高区/19层,朝南,333,34234,2006年建
北唐新苑,4室2厅,179.96,奉贤,高区/3层,朝南,230,12780,2006年建
正阳领郡,3室2厅,200.37,奉贤,地上3层,(进门) 南,1500,74861,2009年建
江海二村（奉贤）,3室1厅,83.21,奉贤,低区/6层,朝南,180,21632,1995年建
运河新村,2室2厅,85,奉贤,高区/6层,朝南,210,24705,1995年建
航星新村,3室2厅,97.88,奉贤,高区/6层,,245,25030,
曙光小区,3室2厅,101.81,奉贤,中区/6层,,280,27502,1998年建
罗兰新墅（别墅）,4室2厅,195.83,奉贤,地上2层,,520,26553,2006年建
绿地翡翠公馆,2室1厅,60.93,奉贤,中区/18层,朝东北,110,18053,2008年建
华龙别墅,4室3厅,185.88,奉贤,地上4层,(进门),520,27975,2000年建
华龙别墅,4室3厅,185.88,奉贤,地上4层,(进门) 南,480,25823,2000年建
古华新村,3室1厅,82.47,奉贤,低区/6层,朝南北,196,23766,1993年建
贝港花苑,5室3厅,216,奉贤,高区/5层,朝南北,438,20277,2003年建
九华新园,5室3厅,207.57,奉贤,高区/5层,朝南北,468,22546,2006年建
南桥金水领寓,2室2厅,80.2,奉贤,低区/19层,朝南北,110,13715,
连城一号,1室1厅,79.43,奉贤,低区/19层,,200,25179,
卓越世纪中心（奉贤）,2室1厅,50,奉贤,低区/18层,,105,21000,2012年建
南郊一品,2室0厅,58,奉贤,低区/21层,朝,170,29310,
上院,2室2厅,87.6,奉贤,低区/15层,朝南,310,35388,2012年建
解放新村,2室1厅,47.43,奉贤,中区/6层,朝南,125,26354,1979年建
江海二村（奉贤）,2室2厅,85.09,奉贤,高区/6层,朝南北,195,22916,1995年建
聚贤煌都,3室2厅,130,奉贤,地上11层,,455,35000,2005年建
金水苑,2室2厅,88.2,奉贤,高区/6层,,250,28344,2007年建
正阳世纪星城,2室1厅,91.08,奉贤,中区/18层,朝南北,380,41721,2010年建
江海二村（奉贤）,3室1厅,89,奉贤,高区/6层,朝,210,23595,1995年建
绿地香颂（奉贤）（公寓）,2室1厅,65.63,奉贤,低区/8层,,175,26664,2012年建
古华南区,2室2厅,91.4,奉贤,低区/5层,朝南,250,27352,1995年建
卓越世纪中心（奉贤）,2室1厅,49,奉贤,低区/18层,朝,120,24489,
合景万景峰,2室1厅,45.36,奉贤,高区/7层,朝东,150,33068,
卓越世纪中心（奉贤）,3室1厅,69,奉贤,高区/19层,朝,200,28985,2014年建
解放新村,3室2厅,137.48,奉贤,中区/6层,朝南,370,26913,2002年建
中粮南桥半岛,3室1厅,96.88,奉贤,低区/8层,朝,400,41288,
新南家园,2室2厅,98,奉贤,低区/6层,朝南北,350,35714,2006年建
卓越世纪中心（奉贤）,2室1厅,54.8,奉贤,中区/17层,朝南,125,22810,2012年建
卓越世纪中心（奉贤）,2室1厅,50,奉贤,低区/17层,朝南,115,23000,2012年建
亿丰商务楼,1室0厅,36.12,奉贤,中区/14层,,72,19933,2013年建
秀枫苑,2室1厅,84,奉贤,高区/6层,朝南,356,42380,2009年建
卓越世纪中心（奉贤）,1室1厅,41.27,奉贤,低区/17层,朝南,95,23019,2012年建
闸园二村,2室1厅,51.19,奉贤,高区/6层,朝南北,170,33209,1995年建
恒盛湖畔豪庭,2室2厅,93.37,奉贤,高区/21层,朝南北,530,56763,2011年建
阳光四季园,2室2厅,78,奉贤,低区/14层,,305,39102,
贝港南区,3室1厅,87,奉贤,中区/5层,,245,28160,1993年建
佳兆业8号（公寓）,2室2厅,88,奉贤,中区/14层,,250,28409,
秀枫苑,3室2厅,130,奉贤,低区/6层,,420,32307,2009年建
同盛南桥花园,3室2厅,138.08,奉贤,低区/16层,朝南北,600,43453,2011年建
秀枫苑,2室1厅,68.86,奉贤,低区/6层,朝南,260,37757,2009年建
绿地未来中心,1室0厅,57.5,奉贤,中区/23层,,110,19130,2012年建
卓越世纪中心（奉贤）,1室1厅,54,奉贤,低区/18层,朝南,120,22222,
丽水湾,2室1厅,89.25,奉贤,高区/4层,朝,200,22408,
世茂海滨馨苑,2室2厅,89.81,奉贤,中区/16层,朝南,220,24496,
世茂海滨馨苑,2室2厅,89.82,奉贤,中区/16层,朝南北,240,26720,
世茂海滨馨苑,2室2厅,89,奉贤,低区/16层,朝南北,210,23595,
卓越世纪中心（奉贤）,2室2厅,49,奉贤,低区/17层,朝,100,20408,2012年建
江海新村,3室1厅,74.58,奉贤,低区/6层,朝南,196,26280,1991年建
金水苑,2室2厅,102.96,奉贤,中区/6层,朝南北,300,29137,2007年建
世茂海滨馨苑,1室1厅,76,奉贤,低区/18层,朝南,165,21710,2012年建
卓越世纪中心,1室1厅,60,奉贤,高区/6层,,125,20833,
绿地香颂（奉贤）（公寓）,1室1厅,61.89,奉贤,中区/8层,朝南,150,24236,2012年建
世茂海滨馨苑,1室2厅,71,奉贤,中区/16层,朝南北,195,27464,
棕榈滩海景城,2室2厅,90.34,奉贤,低区/18层,朝南北,238,26344,2013年建
佳兆业8号（公寓）,3室2厅,118.63,奉贤,低区/7层,朝南北,280,23602,
佳兆业珊瑚湾（公寓）,3室2厅,88.82,奉贤,高区/11层,,180,20265,2010年建
浦江花园,2室1厅,77.5,奉贤,高区/6层,朝南,280,36129,2000年建
馨雅名筑,2室2厅,96.19,奉贤,中区/21层,朝南北,430,44703,2015年建
卓越世纪中心（奉贤）,3室1厅,65,奉贤,中区/17层,朝南,150,23076,2012年建
江海花园,3室2厅,139.8,奉贤,高区/6层,朝,320,22889,1998年建
恒盛湖畔豪庭,2室1厅,88.28,奉贤,高区/21层,朝,450,50974,2011年建
上院,2室2厅,86,奉贤,中区/16层,,318,36976,2012年建
浦江花园,3室1厅,93.06,奉贤,高区/6层,朝南,380,40833,1999年建
银河丽湾,3室2厅,172,奉贤,低区/33层,朝南北,900,52325,2013年建
卓越世纪中心（奉贤）,2室1厅,47,奉贤,低区/17层,朝南,90,19148,2012年建
南郊一品,2室1厅,80,奉贤,中区/21层,朝南,260,32500,
卓越世纪中心（奉贤）,2室1厅,49.6,奉贤,低区/18层,朝南北,110,22177,2012年建
金水佳苑,3室2厅,139.77,奉贤,低区/12层,,325,23252,2014年建
佳兆业8号（公寓）,3室2厅,118.89,奉贤,中区/7层,朝南北,300,25233,
南郊一品,2室1厅,70,奉贤,中区/21层,朝北,170,24285,
南星新村,3室2厅,127.3,奉贤,高区/6层,,336,26394,
棕榈滩海景城,2室1厅,80.96,奉贤,低区/18层,朝南北,162,20009,2013年建
解放新村,3室1厅,135.11,奉贤,高区/6层,,337,24942,1996年建
正阳世纪星城,2室2厅,87.64,奉贤,中区/6层,朝,398,45413,2010年建
贝港南区,3室1厅,93.04,奉贤,高区/6层,朝南北,205,22033,1995年建
海韵馨苑,3室2厅,124.62,奉贤,中区/6层,朝南,200,16048,2010年建
世茂海滨馨苑,2室2厅,88.78,奉贤,中区/11层,,228,25681,2012年建
贝港北区,3室1厅,90.7,奉贤,高区/5层,朝南,230,25358,1997年建
古华新村,2室1厅,52.86,奉贤,中区/5层,朝,190,35944,1986年建
新民旺苑,3室2厅,121.71,奉贤,中区/5层,朝南北,400,32865,2009年建
树园新苑,2室2厅,100.72,奉贤,低区/6层,朝南北,400,39714,2010年建
秀枫苑,3室2厅,118.74,奉贤,中区/6层,朝南北,350,29476,2009年建
正阳世纪星城,4室2厅,135.4,奉贤,低区/6层,朝南北,440,32496,2005年建
卓越世纪中心（奉贤）,2室2厅,47.3,奉贤,中区/17层,朝,105,22198,2012年建
世茂海滨馨苑,3室2厅,117.69,奉贤,低区/16层,朝南北,288,24471,
江海二村（奉贤）,2室2厅,89.44,奉贤,中区/6层,朝,220,24597,1995年建
江海二村（奉贤）,3室2厅,102.01,奉贤,高区/6层,,210,20586,1997年建
南郊御墅,2室2厅,91.82,奉贤,低区/18层,,430,46830,2011年建
卓越世纪中心（奉贤）,3室2厅,101.57,奉贤,高区/20层,朝南北,450,44304,2014年建
民旺苑,2室2厅,90.23,奉贤,高区/5层,朝南,298,33026,2006年建
闸园新村,1室1厅,43.98,奉贤,低区/6层,朝南,200,45475,1996年建
馨雅名筑,2室2厅,99.04,奉贤,中区/15层,朝南北,428,43214,2015年建
南郊御墅,1室2厅,65.67,奉贤,中区/18层,朝西,300,45682,2011年建
卓越世纪中心（奉贤）,2室1厅,54.92,奉贤,低区/17层,朝南,130,23670,2012年建
文怡花园,3室2厅,132.88,奉贤,中区/6层,,380,28597,2001年建
卓越世纪中心（奉贤）,2室2厅,50,奉贤,高区/17层,朝南北,110,22000,2012年建
金水苑,2室1厅,70.56,奉贤,低区/6层,朝南,220,31179,2007年建
卓越世纪中心（奉贤）,2室1厅,54,奉贤,低区/18层,朝东北,108,20000,
秀枫苑,3室2厅,130.55,奉贤,高区/6层,朝南北,390,29873,2009年建
绿地南桥新苑,5室2厅,222.32,奉贤,高区/3层,朝南北,800,35984,2006年建
南郊一品,1室1厅,48.7,奉贤,中区/18层,朝北,130,26694,
嘉业海悦（公寓）,2室2厅,88.79,奉贤,中区/14层,朝南北,160,18020,
曙光新苑,4室2厅,105.77,奉贤,高区/6层,朝南北,360,34036,2003年建
水岸家苑,4室2厅,168.02,奉贤,高区/6层,朝南北,468,27853,2003年建
海韵馨苑,2室2厅,99.48,奉贤,高区/5层,朝南北,220,22114,2009年建
浦江花园,2室2厅,84,奉贤,高区/6层,朝南,310,36904,2000年建
绿地香颂（奉贤）（公寓）,2室2厅,80.94,奉贤,中区/8层,朝南北,210,25945,2011年建
众旺苑,2室2厅,88.02,奉贤,中区/9层,朝南北,290,32947,2009年建
万隆花苑,2室2厅,88.8,奉贤,高区/6层,朝南,320,36036,
百合苑（公寓）,4室2厅,203.66,奉贤,高区/7层,朝南北,700,34371,2006年建
乐康苑,2室2厅,92.78,奉贤,低区/6层,朝南北,310,33412,2010年建
贝港南区,2室1厅,68.1,奉贤,低区/6层,朝南,200,29368,1993年建
古华A区,3室2厅,110.12,奉贤,中区/5层,朝,345,31329,2002年建
秀月花园,3室2厅,173,奉贤,高区/6层,,700,40462,
景怡佳苑,4室2厅,214.06,奉贤,低区/3层,,800,37372,2006年建
绿地南桥新苑,3室2厅,110,奉贤,高区/6层,朝南北,478,43454,2005年建
九华苑,4室2厅,196,奉贤,高区/5层,朝南北,430,21938,2004年建
聚贤煌都,3室2厅,118.11,奉贤,地上9层,(进门) 北,400,33866,2005年建
聚贤煌都,4室2厅,190,奉贤,地上6层,,740,38947,2005年建
文怡花园,3室2厅,144.8,奉贤,高区/6层,,340,23480,2002年建
乐康苑,3室2厅,124.19,奉贤,高区/6层,,375,30195,2010年建
正阳领郡,4室2厅,230,奉贤,地上3层,(进门) 南,1300,56521,2009年建
鸿宝一村,2室2厅,92.23,奉贤,低区/6层,朝南北,160,17347,1994年建
九华新园,5室3厅,239.65,奉贤,高区/5层,朝南北,510,21281,2006年建
九华南苑,2室2厅,113.22,奉贤,高区/6层,朝南北,410,36212,2004年建
贝港花苑,5室2厅,150.56,奉贤,高区/11层,朝,500,33209,2004年建
九华苑,6室3厅,261.64,奉贤,高区/5层,朝南北,700,26754,2004年建
绿地南桥新苑,2室2厅,94.72,奉贤,低区/8层,朝南北,390,41173,
绿地南桥新苑,3室2厅,128.09,奉贤,低区/6层,朝南北,500,39035,2005年建
水岸家苑,2室2厅,95.87,奉贤,低区/6层,朝南北,288,30040,2003年建
鸿宝一村,1室1厅,46.77,奉贤,高区/6层,,168,35920,1997年建
聚贤煌都,3室2厅,135.37,奉贤,地上11层,,490,36197,2005年建
解放新村,2室1厅,54.25,奉贤,低区/4层,朝南北,180,33179,
世茂爱马尚郡,4室3厅,277.2,奉贤,地上1层,,800,28860,2009年建
九华苑,5室2厅,167,奉贤,高区/5层,,420,25149,2004年建
绿地香颂（奉贤）（别墅）,4室3厅,124.89,奉贤,地上3层,,500,40035,2011年建
万隆花苑,3室2厅,95.78,奉贤,高区/6层,朝南北,348,36333,
古华南区,3室2厅,144.2,奉贤,中区/5层,朝南北,288,19972,1998年建
绿地南桥新苑,3室2厅,122.6,奉贤,低区/11层,朝,460,37520,2007年建
水帘洞小区,3室1厅,75.58,奉贤,中区/6层,朝南,220,29108,1994年建
阳光春城,3室2厅,79.61,奉贤,高区/6层,朝南北,400,50244,2009年建
陈湾小区,2室2厅,91.4,奉贤,高区/6层,朝南,280,30634,2006年建
绿地香颂（奉贤）（别墅）,4室3厅,159.7,奉贤,地上3层,,600,37570,2011年建
奉浦苑,5室2厅,179.33,奉贤,高区/5层,朝,400,22305,1998年建
普康苑,3室2厅,151.5,奉贤,高区/6层,朝南北,395,26072,2005年建
九华苑,4室2厅,137.5,奉贤,高区/5层,,394,28654,2003年建
普康苑,3室2厅,202.44,奉贤,高区/5层,,489,24155,2005年建
南亭公寓,3室2厅,121.53,奉贤,高区/6层,朝,353,29046,2000年建
南亭公寓,3室2厅,127.44,奉贤,中区/6层,朝南北,380,29817,2001年建
鸿宝一村,1室1厅,47.42,奉贤,高区/6层,朝南,180,37958,1997年建
卓越世纪中心（奉贤）,2室1厅,58,奉贤,高区/18层,朝南,130,22413,
卓越世纪中心（奉贤）,2室1厅,47.66,奉贤,中区/17层,朝南北,130,27276,2012年建
绿地观邸,3室2厅,175.78,奉贤,低区/23层,朝南,590,33564,2012年建
亿丰商务楼,2室1厅,72.25,奉贤,中区/14层,朝北,65,8996,2013年建
绿地香颂（奉贤）（公寓）,3室1厅,61.89,奉贤,高区/8层,朝南,160,25852,2012年建
浦江花园,2室2厅,89,奉贤,高区/6层,朝南北,300,33707,2000年建
绿地香颂（奉贤）（别墅）,7室4厅,173.28,奉贤,地上2层,(进门) 南北,600,34626,2013年建
万龙新村,3室2厅,110.85,奉贤,低区/6层,,380,34280,2007年建
申亚花涧墅,4室2厅,182.23,奉贤,地上3层,(进门) 南,1200,65850,2012年建
阳光园,3室2厅,117.32,奉贤,中区/6层,,408,34776,2006年建
绿地香颂（奉贤）（别墅）,4室2厅,124.94,奉贤,地上3层,,420,33616,2013年建
卓越世纪中心（奉贤）,2室1厅,59.58,奉贤,高区/17层,,122,20476,2012年建
绿地香颂（奉贤）（公寓）,2室1厅,80.32,奉贤,中区/8层,朝南,190,23655,2011年建
聚贤煌都,5室3厅,245.25,奉贤,地上1层,(进门) 南,950,38735,2010年建
招商海廷,4室2厅,276.17,奉贤,地上2层,(进门) 北,800,28967,2011年建
上院,4室2厅,195,奉贤,高区/17层,朝南,600,30769,2012年建
新民旺苑,2室2厅,102.65,奉贤,中区/5层,朝,280,27277,2009年建
绿地南桥新苑,2室2厅,88.49,奉贤,中区/5层,朝南北,388,43846,2005年建
百合苑（公寓）,5室3厅,219.45,奉贤,中区/5层,朝南北,710,32353,2006年建
阳光春城,2室2厅,89.26,奉贤,中区/6层,朝南,335,37530,2009年建
招商海廷,4室3厅,204.77,奉贤,地上2层,(进门) 南,850,41509,2010年建
百合苑（公寓）,4室2厅,250.29,奉贤,高区/13层,朝南北,1000,39953,2006年建
南中路58号,2室1厅,63,奉贤,高区/5层,,155,24603,
景河苑（别墅）,4室2厅,256,奉贤,地上3层,,1300,50781,2004年建
文怡花园,1室1厅,42.8,奉贤,低区/6层,朝南北,170,39719,1998年建
亿阳公寓,4室2厅,147,奉贤,中区/5层,朝南北,315,21428,2002年建
新民旺苑,2室2厅,102,奉贤,中区/5层,,280,27450,2009年建
解放新村,2室2厅,80.68,奉贤,低区/4层,朝南北,232,28755,2003年建
绿地香颂（奉贤）（公寓）,2室1厅,92,奉贤,高区/8层,朝南北,180,19565,2013年建
卓越世纪中心（奉贤）,2室1厅,58,奉贤,中区/18层,朝南,130,22413,2012年建
申凡苑,4室2厅,186.95,奉贤,高区/18层,朝南北,565,30221,2004年建
绿地南桥新苑,5室2厅,222.31,奉贤,高区/3层,朝南北,888,39944,2006年建
新建中路540弄,3室2厅,126.94,奉贤,中区/6层,,258,20324,
南郊一品,2室1厅,49,奉贤,低区/21层,朝北,125,25510,
闸园新村,2室1厅,68.26,奉贤,中区/6层,,190,27834,1993年建
新南家园,3室2厅,124,奉贤,中区/5层,朝南北,400,32258,2010年建
绿地南桥新苑,2室1厅,94.79,奉贤,低区/8层,朝南北,370,39033,2004年建
鸿宝一村,2室2厅,74.28,奉贤,低区/6层,朝南,240,32310,2003年建
闸园新村,1室1厅,41.9,奉贤,低区/6层,朝南,120,28639,1997年建
绿地南桥新苑,2室2厅,92.87,奉贤,低区/18层,朝南,385,41455,2010年建
中粮南桥半岛,3室1厅,94.16,奉贤,中区/8层,朝,400,42480,
天和尚上海,8室2厅,166.6,奉贤,地上3层,(进门) 南,980,58823,
奉贤宝龙城市广场,1室1厅,44,奉贤,低区/16层,朝北,105,23863,
聚贤煌都,4室2厅,201.57,奉贤,地上1层,,760,37704,2009年建
南星新村,3室2厅,153.88,奉贤,中区/12层,朝南,450,29243,
聚贤煌都,4室2厅,204.37,奉贤,地上6层,(进门) 北,700,34251,2005年建
奉贤宝龙城市广场,1室1厅,44,奉贤,中区/16层,朝南,105,23863,
奉贤宝龙城市广场,1室1厅,44,奉贤,中区/16层,朝南,110,25000,
九华苑,3室2厅,135.66,奉贤,高区/5层,朝南,380,28011,2002年建
聚贤煌都,3室2厅,117.2,奉贤,地上11层,,382,32593,2005年建
绿地望海新都,1室1厅,68.56,奉贤,中区/23层,朝南北,210,30630,
